event_id,asset_id,event_type,severity,event_timestamp,source_ip,status,detection_source
626,113,Policy Violation,Low,2023-01-07 01:15:44,210.190.162.155,Escalated,Firewall
627,155,Malware Detected,Medium,2024-04-23 20:14:27,105.221.214.158,False Positive,WAF
628,175,Privilege Escalation,Medium,2024-01-15 16:48:27,241.240.166.240,Escalated,SIEM
629,198,Lateral Movement,Medium,2023-06-13 07:09:25,25.10.38.122,Open,Firewall
630,108,Malware Detected,Medium,2024-06-24 21:23:50,193.34.49.97,Resolved,Firewall
631,154,DDoS,High,2023-08-28 20:43:39,68.115.51.208,False Positive,Firewall
632,36,DDoS,High,2025-02-01 02:58:38,32.231.184.172,False Positive,WAF
633,166,Malware Detected,Low,2023-07-27 18:13:38,130.121.239.147,Investigating,Manual
634,79,DDoS,Low,2023-01-28 19:29:29,205.226.161.13,Investigating,SIEM
635,41,Privilege Escalation,High,2024-11-12 01:45:07,59.155.104.63,Resolved,WAF
636,89,Brute Force,Critical,2023-05-01 11:17:05,50.190.165.180,Open,EDR
637,182,DDoS,Critical,2023-09-01 11:20:22,246.17.210.169,False Positive,IDS
638,4,Privilege Escalation,High,2023-04-23 21:25:28,28.60.96.50,Escalated,SIEM
639,145,Data Exfiltration,High,2024-09-07 03:33:17,88.242.89.7,Resolved,IDS
640,40,Intrusion Attempt,Low,2025-02-28 04:33:55,89.89.135.22,Resolved,WAF
641,162,Anomalous Traffic,Low,2023-02-12 10:17:31,200.157.24.97,False Positive,EDR
642,186,Policy Violation,Critical,2023-04-29 20:41:31,117.24.150.219,Open,IDS
643,135,Privilege Escalation,High,2024-07-31 08:39:05,187.146.86.228,Open,EDR
644,189,DDoS,Critical,2023-08-07 22:56:18,223.141.236.93,False Positive,EDR
645,80,Anomalous Traffic,High,2023-07-07 22:14:48,58.192.245.222,Investigating,Firewall
646,179,Brute Force,Low,2025-03-22 02:29:57,5.109.76.207,Open,SIEM
647,151,Phishing,Medium,2024-07-14 15:00:40,154.46.60.218,False Positive,WAF
648,192,Intrusion Attempt,Low,2024-05-07 07:37:11,16.19.24.142,Open,IDS
649,199,Port Scan,Medium,2025-01-06 18:03:36,232.135.31.178,Open,Firewall
650,106,Port Scan,Medium,2024-04-29 10:51:53,217.90.40.107,Open,IDS
651,119,DDoS,Medium,2025-01-20 04:43:17,57.253.178.184,Investigating,WAF
652,179,Intrusion Attempt,High,2023-12-25 11:08:24,113.123.16.109,Resolved,Firewall
653,107,Failed Login,Critical,2023-04-07 15:39:41,71.238.250.220,Resolved,WAF
654,24,Lateral Movement,Low,2023-11-23 21:19:49,125.97.243.68,Investigating,EDR
655,69,Policy Violation,Medium,2024-11-12 15:56:49,210.54.80.159,Open,IDS
656,24,Phishing,Low,2025-03-30 05:00:25,242.143.133.21,Resolved,Firewall
657,118,Phishing,Critical,2024-07-19 06:37:15,215.242.39.162,Investigating,WAF
658,143,Intrusion Attempt,Medium,2024-09-15 19:05:25,240.239.122.68,False Positive,WAF
659,6,Phishing,High,2025-01-04 19:45:51,85.78.213.67,False Positive,Firewall
660,86,Brute Force,Critical,2024-06-27 08:45:53,144.244.35.249,Investigating,Manual
661,175,Port Scan,Low,2025-03-02 23:42:11,21.168.93.75,False Positive,IDS
662,85,Phishing,High,2024-01-31 04:10:57,54.112.243.79,Open,IDS
663,85,Lateral Movement,Critical,2023-07-16 05:25:54,109.213.150.50,False Positive,Manual
664,111,Failed Login,Medium,2023-09-12 01:57:25,33.59.51.62,Escalated,SIEM
665,121,Port Scan,Medium,2023-05-13 09:18:59,216.199.80.227,Escalated,Manual
666,148,Anomalous Traffic,Medium,2023-06-18 22:27:12,113.16.160.131,Escalated,SIEM
667,14,Failed Login,Medium,2024-05-28 09:37:59,235.38.3.243,Investigating,IDS
668,141,Phishing,Low,2023-12-08 23:17:16,244.255.165.82,Escalated,SIEM
669,72,Malware Detected,Medium,2023-04-30 17:29:26,25.172.237.227,Investigating,EDR
670,131,Policy Violation,Critical,2023-01-16 16:32:30,188.141.132.144,Investigating,WAF
671,56,Lateral Movement,Low,2025-03-07 03:58:07,251.36.80.48,Investigating,EDR
672,193,Policy Violation,High,2023-02-13 07:02:43,187.204.109.72,False Positive,EDR
673,72,Policy Violation,Medium,2024-10-08 07:03:18,1.33.38.94,Investigating,EDR
674,66,Phishing,Low,2024-09-13 13:05:04,159.55.65.77,Resolved,SIEM
675,121,Port Scan,High,2023-04-12 16:31:57,174.132.139.209,Resolved,SIEM
676,73,Data Exfiltration,High,2024-10-02 01:39:15,21.221.69.54,Resolved,Firewall
677,103,Lateral Movement,Medium,2024-06-05 06:08:13,168.64.201.245,Escalated,Manual
678,77,Privilege Escalation,Medium,2025-03-10 04:22:06,39.243.66.171,Investigating,WAF
679,178,Malware Detected,Low,2023-11-26 07:53:33,115.187.244.24,Investigating,IDS
680,141,Failed Login,High,2023-07-27 13:11:09,40.106.84.158,False Positive,SIEM
681,88,Port Scan,Medium,2024-07-22 05:43:03,165.84.193.221,Resolved,Firewall
682,29,Data Exfiltration,Medium,2024-06-01 22:47:46,174.242.7.50,False Positive,Firewall
683,124,Data Exfiltration,Low,2023-08-06 15:36:54,69.57.13.51,Open,Manual
684,102,Data Exfiltration,Critical,2023-01-12 18:43:31,154.33.22.148,False Positive,Manual
685,59,Malware Detected,High,2024-04-29 21:36:28,57.18.209.64,False Positive,SIEM
686,16,DDoS,Medium,2024-03-26 06:25:29,212.2.192.99,False Positive,EDR
687,55,Phishing,Low,2024-01-08 00:40:49,157.253.7.5,Open,WAF
688,57,Brute Force,Medium,2023-12-17 13:50:52,113.201.44.100,Investigating,Manual
689,39,Data Exfiltration,Critical,2024-08-26 08:05:31,246.112.223.251,Resolved,Manual
690,108,Brute Force,Medium,2024-01-10 00:34:57,184.220.162.73,Open,Manual
691,141,Data Exfiltration,Critical,2023-06-07 09:24:30,191.205.30.248,Open,Manual
692,185,Anomalous Traffic,High,2025-03-23 03:35:36,110.32.81.197,Open,WAF
693,27,Intrusion Attempt,Medium,2023-04-11 04:59:16,64.247.204.185,False Positive,WAF
694,104,Brute Force,High,2023-06-06 23:11:01,104.41.116.253,Open,Firewall
695,199,Phishing,High,2023-03-14 09:30:43,76.150.25.199,Investigating,WAF
696,3,Brute Force,Medium,2023-12-11 04:59:32,251.52.56.83,Escalated,Manual
697,166,Malware Detected,Medium,2025-03-16 11:53:17,196.190.205.241,Investigating,WAF
698,96,Privilege Escalation,Low,2024-07-28 21:27:25,254.24.251.170,Open,WAF
699,144,Lateral Movement,High,2024-03-14 14:11:37,130.211.6.53,Resolved,WAF
700,138,Policy Violation,High,2024-09-20 17:08:04,37.153.7.29,Open,IDS
701,167,Intrusion Attempt,Medium,2024-04-15 23:04:33,222.134.6.82,Escalated,Manual
702,27,Lateral Movement,High,2024-08-28 15:38:49,14.219.139.209,Escalated,Manual
703,15,Lateral Movement,Low,2023-08-21 16:08:03,76.20.18.212,Open,SIEM
704,79,Phishing,Low,2023-08-17 02:38:46,78.7.154.1,Resolved,EDR
705,56,Intrusion Attempt,High,2024-03-08 00:44:49,120.135.75.72,Investigating,SIEM
706,137,Phishing,High,2024-07-17 06:24:41,182.68.22.135,Investigating,IDS
707,153,Failed Login,High,2023-11-19 03:39:06,46.197.158.33,False Positive,Manual
708,51,Data Exfiltration,High,2023-07-18 01:19:08,86.136.43.68,Resolved,IDS
709,9,Policy Violation,High,2024-12-25 08:15:14,82.162.203.56,False Positive,Firewall
710,65,Intrusion Attempt,High,2023-01-28 20:04:16,129.205.76.4,Investigating,SIEM
711,29,Policy Violation,Medium,2024-06-25 14:48:10,82.168.125.168,False Positive,SIEM
712,61,Port Scan,Medium,2025-01-03 17:20:48,60.171.19.184,Escalated,IDS
713,179,Data Exfiltration,Medium,2024-07-26 18:05:49,43.26.70.91,Resolved,EDR
714,185,Lateral Movement,Low,2023-05-30 11:05:06,232.165.61.243,Investigating,WAF
715,143,DDoS,Low,2023-12-26 22:01:28,185.250.55.209,Investigating,IDS
716,8,Lateral Movement,Medium,2023-03-08 10:26:34,106.68.19.10,Open,IDS
717,73,Anomalous Traffic,Medium,2024-04-23 12:42:50,177.225.59.83,Escalated,WAF
718,136,Port Scan,Medium,2024-11-18 02:38:36,58.177.150.115,Open,WAF
719,171,Privilege Escalation,Low,2023-11-06 10:45:10,45.49.51.144,Open,EDR
720,192,Data Exfiltration,Critical,2023-02-13 09:46:40,77.154.113.172,False Positive,IDS
721,88,Intrusion Attempt,Medium,2024-07-01 23:06:38,199.74.181.165,Escalated,SIEM
722,136,Policy Violation,Medium,2024-07-08 02:31:01,175.247.7.37,Investigating,WAF
723,27,Policy Violation,Medium,2024-03-15 00:01:23,6.160.4.138,Investigating,IDS
724,176,Failed Login,High,2023-12-14 11:09:08,5.151.214.95,False Positive,Manual
725,41,DDoS,High,2023-04-01 06:30:10,121.142.24.78,Investigating,SIEM
726,82,Brute Force,Medium,2023-05-22 00:38:26,125.91.72.34,Escalated,IDS
727,140,Anomalous Traffic,Medium,2024-11-17 23:06:25,33.183.129.243,Escalated,Firewall
728,102,Port Scan,Low,2023-09-16 00:53:15,254.87.232.206,Escalated,IDS
729,95,Anomalous Traffic,Medium,2023-07-03 04:48:18,39.150.31.24,Resolved,WAF
730,41,Malware Detected,Low,2023-10-24 14:13:12,12.239.146.161,Escalated,SIEM
731,115,Anomalous Traffic,Medium,2024-11-10 21:10:51,40.209.217.162,Open,WAF
732,39,Brute Force,Low,2024-06-20 10:43:54,92.180.70.245,Investigating,WAF
733,134,Brute Force,Medium,2025-03-02 15:08:12,65.34.228.64,Investigating,Firewall
734,175,Anomalous Traffic,Low,2024-06-13 01:41:01,218.5.85.254,Open,EDR
735,127,Port Scan,Low,2024-06-30 08:40:17,10.197.161.41,Investigating,Firewall
736,133,Data Exfiltration,High,2023-06-04 08:23:43,233.161.172.57,False Positive,WAF
737,199,Data Exfiltration,High,2024-04-06 18:25:30,240.165.195.251,Investigating,EDR
738,4,Intrusion Attempt,Medium,2024-08-18 14:43:30,5.175.28.137,Escalated,WAF
739,29,Brute Force,Low,2024-07-08 12:23:42,151.126.169.7,Investigating,Manual
740,27,DDoS,Medium,2024-04-09 02:01:37,107.70.8.227,Investigating,IDS
741,141,DDoS,High,2025-02-21 16:35:31,67.51.0.193,Investigating,Manual
742,18,Anomalous Traffic,Low,2024-09-13 03:52:31,55.224.67.175,False Positive,WAF
743,158,Malware Detected,Low,2024-05-22 22:09:54,17.57.53.214,Escalated,Firewall
744,106,Policy Violation,Low,2024-02-23 21:18:11,158.234.241.1,Investigating,SIEM
745,133,Lateral Movement,Low,2023-05-11 10:39:15,60.142.60.193,Open,Manual
746,190,Failed Login,High,2023-03-02 05:22:34,94.4.177.133,False Positive,Manual
747,95,Failed Login,Medium,2025-03-31 17:46:05,21.252.197.16,Escalated,Manual
748,75,DDoS,Medium,2023-08-13 13:15:56,111.103.238.20,Resolved,Firewall
749,138,Intrusion Attempt,Medium,2023-03-21 22:28:31,39.131.193.157,Resolved,Firewall
750,90,DDoS,Medium,2024-04-25 15:33:54,187.20.92.20,Escalated,EDR
751,139,DDoS,Medium,2024-12-20 20:20:17,14.176.6.47,Escalated,IDS
752,145,Anomalous Traffic,Medium,2023-10-29 03:13:49,246.230.7.25,Open,SIEM
753,71,Lateral Movement,High,2023-03-24 00:13:11,135.115.135.244,Escalated,WAF
754,126,Lateral Movement,High,2024-04-21 15:10:10,80.63.21.116,False Positive,EDR
755,11,DDoS,High,2023-12-21 06:15:48,195.40.219.41,Escalated,Manual
756,27,Brute Force,Low,2025-01-01 04:28:48,69.145.237.51,Investigating,Firewall
757,33,Intrusion Attempt,Medium,2023-04-25 21:12:29,178.140.247.106,Investigating,WAF
758,78,Data Exfiltration,Medium,2024-07-15 01:17:02,63.169.109.208,False Positive,IDS
759,79,Port Scan,High,2024-04-15 21:02:49,71.214.212.160,Escalated,Firewall
760,113,DDoS,Medium,2023-11-24 00:56:47,226.116.90.234,Resolved,EDR
761,93,Intrusion Attempt,Medium,2023-03-04 03:20:15,112.100.181.119,False Positive,EDR
762,45,Brute Force,High,2024-11-04 15:51:37,74.60.182.212,Resolved,Firewall
763,192,Port Scan,Medium,2023-05-28 00:16:26,216.13.249.73,Escalated,EDR
764,138,Data Exfiltration,Medium,2023-02-24 08:34:57,167.202.99.107,Investigating,IDS
765,144,Brute Force,Medium,2024-09-27 13:27:07,250.5.163.69,Resolved,EDR
766,107,Malware Detected,Medium,2024-03-21 02:35:31,195.254.172.160,Escalated,IDS
767,25,Brute Force,Low,2023-06-10 11:23:07,109.228.89.175,Investigating,SIEM
768,27,Malware Detected,Medium,2024-03-30 01:27:41,233.215.26.235,Resolved,Manual
769,128,DDoS,Medium,2023-06-12 02:35:02,7.106.4.188,Resolved,Manual
770,8,Port Scan,High,2023-10-12 21:13:05,61.24.157.187,Escalated,EDR
771,63,Anomalous Traffic,Critical,2025-01-07 04:33:45,217.64.183.200,Open,SIEM
772,187,Policy Violation,Critical,2024-07-23 21:54:26,194.178.40.199,Investigating,WAF
773,14,Brute Force,High,2024-12-05 19:06:38,74.57.213.215,Investigating,Firewall
774,132,Data Exfiltration,Medium,2024-11-03 19:52:04,195.199.9.224,False Positive,SIEM
775,194,Policy Violation,Medium,2023-04-23 22:26:21,53.50.31.175,Escalated,Firewall
776,108,Failed Login,Low,2024-08-22 10:55:20,138.53.226.154,Open,WAF
777,88,Intrusion Attempt,High,2024-04-27 20:56:38,78.168.51.48,False Positive,SIEM
778,19,Data Exfiltration,Medium,2023-11-10 01:03:40,117.3.97.194,Open,SIEM
779,141,Data Exfiltration,High,2023-12-08 01:29:16,140.93.219.130,Open,WAF
780,20,Lateral Movement,High,2024-01-17 05:55:21,219.231.51.73,Escalated,IDS
781,119,Malware Detected,High,2024-06-16 00:23:17,250.214.24.155,Escalated,Firewall
782,12,Data Exfiltration,Low,2024-09-15 17:01:33,187.38.201.216,False Positive,WAF
783,86,DDoS,Low,2023-08-26 13:10:30,195.207.96.41,Investigating,WAF
784,181,Phishing,Critical,2023-07-03 09:48:33,196.226.65.67,Resolved,EDR
785,193,Brute Force,Medium,2024-11-16 02:05:55,9.182.171.247,False Positive,Manual
786,14,DDoS,High,2024-03-18 09:24:41,167.245.124.22,False Positive,IDS
787,115,Failed Login,Critical,2024-03-30 16:40:42,243.145.58.94,Resolved,EDR
788,19,Privilege Escalation,Medium,2023-01-05 11:41:15,134.225.11.27,Investigating,WAF
789,71,Lateral Movement,Medium,2024-11-19 07:41:26,32.246.84.230,False Positive,Manual
790,80,Malware Detected,Low,2023-11-21 04:02:01,89.38.110.154,Open,Manual
791,141,DDoS,Medium,2024-06-27 03:30:17,11.5.236.22,Open,IDS
792,15,Data Exfiltration,High,2025-02-23 12:20:16,202.12.74.207,Open,SIEM
793,3,Anomalous Traffic,High,2025-03-26 12:13:25,165.129.95.201,Investigating,IDS
794,82,Intrusion Attempt,High,2024-05-28 06:02:45,100.6.173.39,Resolved,EDR
795,78,Intrusion Attempt,High,2024-05-26 15:35:44,50.64.72.22,Escalated,IDS
796,67,Port Scan,High,2023-07-19 09:57:55,8.84.177.155,Escalated,IDS
797,173,Anomalous Traffic,Low,2023-12-07 18:08:20,11.30.210.55,False Positive,Firewall
798,51,Failed Login,High,2024-04-10 14:31:03,114.218.211.35,Resolved,SIEM
799,164,Phishing,Low,2023-06-30 19:58:29,44.6.41.33,Open,WAF
800,112,Data Exfiltration,Low,2024-01-23 08:41:10,254.113.222.36,Escalated,Firewall
801,47,Intrusion Attempt,Medium,2023-04-03 18:03:18,96.196.166.121,Open,EDR
802,76,Phishing,High,2025-01-10 23:32:32,225.208.1.179,False Positive,Firewall
803,111,Anomalous Traffic,Medium,2024-11-25 09:28:24,231.88.146.218,Escalated,Firewall
804,62,Policy Violation,Medium,2024-05-01 11:16:39,35.95.215.235,Resolved,IDS
805,198,Anomalous Traffic,Medium,2023-06-21 07:21:52,173.154.133.4,False Positive,WAF
806,42,Intrusion Attempt,Low,2023-01-10 08:41:38,250.55.192.131,Open,SIEM
807,53,Failed Login,Medium,2024-03-31 10:02:08,182.217.44.83,Investigating,EDR
808,56,Policy Violation,Low,2023-08-13 15:56:02,218.100.12.216,Investigating,Firewall
809,189,Failed Login,Low,2025-02-23 06:02:05,138.106.209.21,Open,WAF
810,82,Brute Force,Critical,2023-04-29 04:46:11,77.208.216.252,Open,SIEM
811,179,Lateral Movement,High,2023-02-11 17:07:17,247.199.154.65,Open,IDS
812,132,Lateral Movement,Medium,2023-02-16 23:03:17,125.48.21.90,Open,Manual
813,161,Failed Login,Medium,2023-12-30 12:05:51,14.131.184.75,Investigating,EDR
814,140,Port Scan,Medium,2024-04-28 10:26:33,113.190.97.254,Escalated,EDR
815,73,Privilege Escalation,Low,2024-07-07 11:10:24,201.145.17.215,False Positive,SIEM
816,195,Data Exfiltration,High,2023-07-25 18:49:26,136.76.182.108,False Positive,SIEM
817,80,Phishing,Low,2023-06-06 00:23:29,47.128.56.125,False Positive,Firewall
818,99,Failed Login,High,2024-02-09 07:03:37,89.204.160.32,Escalated,Manual
819,35,Phishing,Medium,2024-11-26 03:02:14,101.83.179.79,Open,Firewall
820,55,DDoS,High,2023-02-21 22:34:30,10.92.63.123,Investigating,Firewall
821,9,Policy Violation,Low,2023-11-18 05:27:15,113.100.38.70,Investigating,Manual
822,81,Malware Detected,High,2023-10-05 10:31:39,202.221.78.162,False Positive,WAF
823,27,Phishing,Medium,2023-01-02 21:52:44,254.76.213.191,False Positive,SIEM
824,77,Lateral Movement,Low,2023-01-28 08:51:26,143.133.249.225,Investigating,IDS
825,39,Data Exfiltration,Medium,2024-10-09 13:19:16,15.54.70.154,Escalated,WAF
826,91,DDoS,Low,2023-07-17 13:58:47,8.140.180.112,False Positive,IDS
827,45,Phishing,Medium,2023-04-25 18:28:52,234.115.218.242,Resolved,EDR
828,20,Port Scan,Medium,2023-11-07 17:01:13,206.99.48.87,Escalated,WAF
829,180,Phishing,Medium,2024-05-22 22:35:35,72.87.149.18,Investigating,Manual
830,47,DDoS,Low,2024-06-28 22:40:58,123.37.150.142,Open,WAF
831,3,DDoS,Medium,2023-12-16 00:52:53,31.151.205.127,Investigating,WAF
832,115,DDoS,Medium,2023-01-18 01:22:47,229.42.72.163,Escalated,SIEM
833,77,Port Scan,Low,2023-02-07 03:54:42,104.75.213.142,Resolved,WAF
834,160,Intrusion Attempt,Medium,2023-04-21 03:44:25,63.11.0.137,Investigating,WAF
835,154,DDoS,Medium,2025-03-10 23:44:01,207.226.40.47,Open,WAF
836,160,Anomalous Traffic,Medium,2025-02-09 13:02:49,97.144.234.78,False Positive,WAF
837,55,Anomalous Traffic,Medium,2023-08-09 16:16:45,115.231.243.249,Investigating,IDS
838,115,Lateral Movement,Medium,2024-06-26 20:00:27,163.238.210.233,False Positive,Firewall
839,159,Anomalous Traffic,Low,2025-03-21 18:47:35,123.166.7.4,False Positive,IDS
840,183,Anomalous Traffic,High,2023-07-24 16:49:40,138.142.123.248,Open,WAF
841,41,Intrusion Attempt,Medium,2024-01-20 19:21:31,111.183.121.226,False Positive,SIEM
842,18,Policy Violation,Medium,2025-02-22 19:29:25,212.3.137.247,Investigating,Firewall
843,140,DDoS,Critical,2023-02-22 09:41:51,144.19.163.217,Open,Manual
844,151,Malware Detected,Low,2025-03-26 18:53:27,117.214.30.142,Escalated,Manual
845,116,Data Exfiltration,Low,2023-12-09 03:28:09,240.28.51.220,Escalated,WAF
846,181,DDoS,Critical,2024-02-18 00:24:09,76.40.197.182,False Positive,SIEM
847,84,Brute Force,Low,2025-03-06 19:46:09,205.163.248.242,Open,Firewall
848,58,Malware Detected,Medium,2023-08-28 00:30:10,253.153.72.183,Investigating,WAF
849,87,Malware Detected,Low,2023-11-19 21:53:28,123.118.139.97,Escalated,SIEM
850,140,Malware Detected,Low,2023-07-20 02:19:27,149.107.27.108,False Positive,WAF
851,68,Port Scan,Medium,2023-10-05 02:41:52,187.140.62.227,False Positive,IDS
852,36,Brute Force,Low,2023-06-02 22:46:02,35.76.5.88,Resolved,Manual
853,59,Malware Detected,Medium,2024-12-27 15:28:33,64.30.210.244,Open,SIEM
854,147,Anomalous Traffic,Medium,2024-08-08 19:37:09,63.27.113.146,False Positive,WAF
855,158,Malware Detected,Medium,2024-04-16 15:19:26,184.98.182.31,False Positive,Manual
856,20,Anomalous Traffic,High,2023-04-03 07:22:39,88.173.149.195,Open,SIEM
857,39,Anomalous Traffic,Critical,2025-02-26 21:07:26,106.98.208.40,Resolved,SIEM
858,40,Phishing,Medium,2024-08-17 20:47:12,102.94.84.28,Escalated,SIEM
859,57,Phishing,Low,2023-02-21 08:29:27,109.78.163.120,Investigating,WAF
860,61,Anomalous Traffic,Medium,2024-12-30 21:42:38,157.177.58.55,Resolved,EDR
861,130,Data Exfiltration,High,2024-07-03 07:55:06,249.61.119.114,Open,SIEM
862,177,Policy Violation,High,2025-02-04 02:20:29,197.68.165.149,Resolved,SIEM
863,124,DDoS,Medium,2023-06-29 06:57:49,221.30.86.190,Investigating,WAF
864,11,Phishing,Medium,2024-09-21 07:46:55,92.24.0.72,Resolved,WAF
865,54,DDoS,High,2023-09-20 12:27:39,14.241.210.129,Open,SIEM
866,65,Policy Violation,Low,2024-03-27 21:39:53,113.210.105.17,Resolved,SIEM
867,92,Data Exfiltration,High,2024-08-29 14:11:32,85.171.189.208,Resolved,Firewall
868,143,Phishing,High,2023-09-22 01:36:56,128.160.187.134,False Positive,Manual
869,51,Malware Detected,Low,2025-03-17 08:07:29,217.68.125.66,False Positive,EDR
870,133,Malware Detected,High,2023-05-28 10:57:39,197.78.231.251,Investigating,EDR
871,65,Port Scan,High,2023-03-14 05:32:12,108.160.201.197,Investigating,IDS
872,40,Anomalous Traffic,Low,2023-02-18 09:11:00,60.166.4.176,Escalated,Firewall
873,107,DDoS,Critical,2024-10-14 03:26:12,135.246.16.144,Investigating,SIEM
874,139,Policy Violation,Low,2024-04-05 19:11:04,120.255.119.24,Investigating,IDS
875,150,Lateral Movement,Medium,2023-06-21 05:40:15,68.110.246.184,Open,Manual
876,183,DDoS,Medium,2023-08-02 20:21:35,153.163.118.61,Investigating,SIEM
877,32,Privilege Escalation,Medium,2024-08-20 05:11:30,127.7.68.228,Escalated,SIEM
878,58,Phishing,Medium,2024-04-02 15:07:09,233.39.18.23,Escalated,EDR
879,162,Intrusion Attempt,Medium,2023-03-04 14:55:39,103.14.186.206,Resolved,SIEM
880,179,Anomalous Traffic,High,2023-07-21 11:10:05,66.63.142.97,False Positive,WAF
881,78,Data Exfiltration,High,2024-01-19 03:41:46,181.125.30.37,Investigating,IDS
882,92,Policy Violation,High,2024-12-10 20:30:09,137.111.119.142,Investigating,SIEM
883,191,Intrusion Attempt,Medium,2024-07-05 14:58:54,200.209.187.91,False Positive,Firewall
884,174,Lateral Movement,High,2023-04-01 10:44:16,77.117.228.42,Open,Firewall
885,107,Privilege Escalation,Critical,2023-05-14 14:17:10,150.34.107.218,Escalated,SIEM
886,1,Brute Force,Medium,2024-08-20 00:29:53,251.75.64.157,False Positive,SIEM
887,23,Policy Violation,Low,2023-10-19 01:38:12,194.157.205.57,Open,Manual
888,198,Policy Violation,Low,2025-01-30 04:11:17,196.185.33.14,Investigating,EDR
889,129,Policy Violation,High,2024-04-07 12:01:48,32.238.168.129,Escalated,Manual
890,172,Malware Detected,High,2024-03-29 23:40:17,48.66.140.27,False Positive,WAF
891,170,Failed Login,High,2024-03-13 11:50:15,197.66.205.189,Open,WAF
892,59,DDoS,Medium,2025-01-05 01:45:38,97.103.149.157,Resolved,IDS
893,156,Lateral Movement,Medium,2024-12-20 23:49:39,142.139.129.65,Open,SIEM
894,183,DDoS,Medium,2023-04-11 05:07:07,87.242.39.138,False Positive,WAF
895,194,Anomalous Traffic,Medium,2024-06-10 03:23:08,125.82.181.195,Resolved,EDR
896,66,Phishing,Critical,2023-07-11 14:18:50,131.121.99.207,Investigating,IDS
897,154,Anomalous Traffic,Medium,2024-03-29 15:32:47,220.22.84.237,Open,EDR
898,60,Intrusion Attempt,Low,2024-08-17 00:54:31,36.220.198.16,Resolved,EDR
899,108,Policy Violation,High,2024-03-25 10:45:05,212.138.88.152,Investigating,EDR
900,101,Malware Detected,Medium,2024-11-08 05:37:04,90.97.159.31,Resolved,Manual
901,9,Intrusion Attempt,Low,2025-02-21 03:11:14,202.233.78.49,False Positive,Firewall
902,150,Data Exfiltration,Critical,2023-10-11 10:02:29,113.89.135.134,False Positive,IDS
903,119,Malware Detected,Critical,2024-10-30 20:09:30,133.163.34.98,Resolved,IDS
904,194,Privilege Escalation,Low,2024-10-25 20:00:35,67.2.220.110,Open,WAF
905,158,Failed Login,Low,2023-12-05 11:01:58,35.37.31.120,Resolved,SIEM
906,100,Intrusion Attempt,High,2024-08-03 00:07:56,56.149.87.16,Resolved,WAF
907,53,Anomalous Traffic,Medium,2023-08-31 20:31:57,111.109.232.7,Open,IDS
908,10,Lateral Movement,Medium,2024-05-22 23:50:02,109.20.196.6,Open,SIEM
909,176,Anomalous Traffic,Medium,2024-12-10 06:40:00,23.149.239.5,Resolved,IDS
910,24,Malware Detected,Medium,2023-12-20 20:50:44,176.93.67.50,Open,SIEM
911,183,Malware Detected,Medium,2023-06-08 08:02:05,141.38.161.40,Escalated,IDS
912,72,Failed Login,Low,2024-04-17 10:01:58,254.7.139.127,Resolved,Firewall
913,40,Failed Login,Medium,2023-06-03 06:44:24,251.214.222.249,Open,SIEM
914,121,Malware Detected,High,2024-07-06 18:58:21,102.35.177.145,Resolved,SIEM
915,109,Intrusion Attempt,Medium,2023-10-27 04:45:02,35.94.117.96,Escalated,Firewall
916,80,Port Scan,Low,2024-11-05 21:39:49,156.156.49.212,Open,WAF
917,123,Malware Detected,Medium,2025-03-18 14:21:21,211.8.184.239,Resolved,IDS
918,192,Failed Login,Medium,2023-08-09 18:47:14,30.137.107.60,Escalated,Firewall
919,4,Intrusion Attempt,High,2023-01-05 05:21:43,128.20.9.193,Open,Firewall
920,5,Phishing,Low,2023-04-30 18:23:25,139.8.225.1,Escalated,Manual
921,91,Intrusion Attempt,Critical,2024-08-22 04:29:09,119.49.181.197,Escalated,Manual
922,166,Brute Force,High,2023-08-31 00:37:06,38.27.236.124,Open,Firewall
923,149,Lateral Movement,Low,2023-01-21 18:29:44,13.15.44.8,Escalated,WAF
924,167,Anomalous Traffic,Low,2024-09-11 08:07:53,253.188.64.241,Escalated,EDR
925,38,Malware Detected,Critical,2024-07-11 12:31:14,253.212.15.194,Escalated,Firewall
926,67,Anomalous Traffic,Low,2023-10-03 06:43:14,45.240.11.77,Investigating,IDS
927,80,Privilege Escalation,Low,2024-01-16 14:01:55,219.157.148.242,Resolved,SIEM
928,195,Privilege Escalation,Medium,2024-07-16 08:32:23,16.193.108.71,Investigating,EDR
929,103,Policy Violation,Critical,2024-05-13 07:28:49,62.155.115.103,Escalated,Firewall
930,4,Failed Login,Medium,2023-01-05 10:48:35,147.192.212.117,Open,SIEM
931,105,Malware Detected,Low,2024-12-06 11:56:50,217.23.108.243,Investigating,WAF
932,129,Privilege Escalation,Medium,2023-04-29 00:01:17,53.117.137.3,Open,SIEM
933,47,Data Exfiltration,High,2024-04-06 09:43:20,34.136.22.230,Resolved,WAF
934,132,Anomalous Traffic,Low,2024-02-18 14:56:21,2.120.27.2,Resolved,SIEM
935,26,Port Scan,Medium,2024-09-04 03:44:38,209.249.92.242,Open,EDR
936,152,DDoS,High,2023-07-25 04:00:59,77.93.251.89,Escalated,SIEM
937,132,DDoS,Low,2023-12-09 15:10:23,74.183.205.233,Investigating,SIEM
938,12,Lateral Movement,High,2023-06-14 04:17:34,99.27.90.135,Resolved,Manual
