activity_id,deal_id,rep_id,activity_type,activity_date,duration_minutes,outcome
913,1003,59,Demo,2025-03-07 17:49:36,61,Negative
914,68,65,Email,2023-01-08 22:30:50,82,Negative
915,53,38,Call,2023-03-20 18:09:40,86,Neutral
916,1248,7,Proposal Sent,2023-12-01 17:52:57,10,Neutral
917,131,60,Proposal Sent,2024-09-25 07:26:46,92,Positive
918,959,20,Demo,2023-11-19 20:28:24,37,Positive
919,871,27,Follow-up,2025-02-18 04:59:56,115,Negative
920,642,12,Email,2023-10-24 04:05:31,13,Negative
921,53,38,Proposal Sent,2023-05-10 22:38:16,46,Negative
922,532,56,Demo,2024-12-17 13:34:26,116,Positive
923,493,13,Email,2023-05-02 08:58:33,11,Negative
924,63,51,Email,2025-01-03 21:46:39,67,Negative
925,340,49,Email,2024-11-16 12:54:05,31,Negative
926,19,73,Follow-up,2023-06-20 19:44:23,35,Neutral
927,788,33,Meeting,2023-12-06 01:30:36,110,Neutral
928,1125,64,Call,2023-08-29 17:53:12,51,Negative
929,396,74,Proposal Sent,2023-09-17 06:56:51,33,Neutral
930,1235,36,Follow-up,2023-08-15 18:47:24,101,Positive
931,237,37,Follow-up,2024-06-27 03:31:07,114,Positive
932,394,32,Call,2023-12-20 04:48:18,74,Negative
933,97,25,Email,2023-01-05 13:14:14,64,Negative
934,724,85,Follow-up,2023-10-11 07:29:01,81,Neutral
935,813,53,Call,2025-03-29 12:03:34,18,Neutral
936,432,90,Demo,2023-04-09 21:28:09,42,Neutral
937,1429,32,Follow-up,2024-12-14 07:57:50,55,Positive
938,618,100,Email,2023-08-31 10:23:58,102,Neutral
939,1275,89,Meeting,2023-06-13 02:00:50,96,Negative
940,1427,11,Call,2023-08-02 00:59:17,80,Neutral
941,154,86,Call,2023-11-24 04:08:40,94,Neutral
942,1439,5,Demo,2023-08-08 22:23:44,63,Neutral
943,419,93,Email,2024-03-24 03:18:42,70,Neutral
944,924,38,Proposal Sent,2024-03-27 15:00:09,100,Neutral
945,474,32,Email,2024-01-08 07:37:05,64,Negative
946,1185,47,Follow-up,2024-04-21 15:01:20,41,Positive
947,267,62,Proposal Sent,2023-04-25 08:54:05,75,Positive
948,577,45,Proposal Sent,2024-02-18 01:08:16,81,Negative
949,200,48,Demo,2025-02-26 07:56:52,76,Positive
950,341,23,Call,2023-06-29 02:05:22,30,Negative
951,306,5,Call,2023-04-15 16:24:47,107,Negative
952,128,5,Call,2025-03-23 10:43:46,107,Neutral
953,947,86,Proposal Sent,2024-09-25 13:43:52,105,Positive
954,822,48,Proposal Sent,2023-11-28 06:03:16,117,Neutral
955,220,28,Meeting,2023-05-08 14:47:12,84,Positive
956,1270,83,Meeting,2024-06-24 06:21:11,29,Negative
957,1328,78,Call,2024-10-26 11:25:19,97,Positive
958,134,83,Email,2023-02-14 13:57:45,44,Negative
959,1151,14,Follow-up,2023-02-17 23:55:21,65,Negative
960,1220,67,Proposal Sent,2023-03-13 17:25:27,66,Positive
961,1158,88,Demo,2023-01-09 16:10:47,59,Positive
962,274,52,Email,2023-08-30 22:47:44,57,Neutral
963,900,85,Meeting,2023-01-20 05:14:01,113,Positive
964,1011,12,Proposal Sent,2023-12-21 19:53:59,71,Negative
965,561,30,Email,2024-11-22 10:56:28,10,Positive
966,479,37,Email,2023-05-23 13:17:15,61,Negative
967,1430,6,Follow-up,2024-09-04 04:42:18,51,Positive
968,378,24,Proposal Sent,2024-07-21 01:12:25,114,Negative
969,865,88,Meeting,2024-02-07 18:02:45,24,Positive
970,1225,88,Meeting,2023-06-08 16:22:40,72,Neutral
971,939,3,Proposal Sent,2023-02-15 23:06:45,70,Positive
972,722,17,Proposal Sent,2023-12-17 05:25:08,64,Neutral
973,72,23,Meeting,2023-07-24 04:46:34,109,Negative
974,889,68,Meeting,2023-10-17 08:41:15,96,Negative
975,556,39,Demo,2023-05-16 21:11:31,31,Positive
976,406,14,Proposal Sent,2023-06-27 07:54:30,88,Neutral
977,432,90,Proposal Sent,2023-08-02 08:54:19,52,Positive
978,580,72,Call,2023-11-26 22:22:10,6,Negative
979,830,81,Demo,2023-12-04 19:23:19,85,Negative
980,44,2,Follow-up,2025-01-29 17:59:32,119,Neutral
981,766,54,Email,2023-08-14 15:44:34,33,Positive
982,1461,66,Meeting,2024-06-25 07:58:18,53,Negative
983,481,43,Follow-up,2024-12-28 01:39:49,88,Positive
984,1082,85,Follow-up,2023-06-26 03:48:09,106,Negative
985,1366,6,Email,2023-08-14 16:37:12,15,Negative
986,1321,96,Demo,2024-01-06 17:37:38,63,Negative
987,286,31,Follow-up,2025-03-07 19:19:24,18,Negative
988,600,53,Meeting,2023-06-26 00:01:25,11,Negative
989,1444,61,Meeting,2024-06-24 06:58:00,7,Neutral
990,456,30,Proposal Sent,2024-07-27 05:07:01,29,Positive
991,59,58,Follow-up,2025-01-07 15:11:29,57,Negative
992,380,100,Proposal Sent,2023-01-31 19:26:56,98,Neutral
993,488,99,Call,2024-11-11 10:14:14,78,Negative
994,268,4,Email,2024-08-28 00:14:35,15,Negative
995,272,97,Meeting,2024-12-26 11:04:33,8,Negative
996,969,78,Demo,2023-09-06 01:24:27,33,Neutral
997,942,21,Call,2024-08-04 00:12:46,45,Neutral
998,1018,19,Call,2024-03-14 16:27:38,31,Positive
999,718,40,Follow-up,2025-01-10 02:19:15,69,Positive
1000,1363,58,Meeting,2024-01-07 06:37:58,25,Neutral
1001,538,22,Demo,2025-03-12 22:51:29,68,Positive
1002,1291,89,Demo,2024-02-05 04:36:54,69,Negative
1003,1245,59,Proposal Sent,2024-08-19 22:36:21,8,Neutral
1004,831,6,Demo,2024-03-17 04:34:04,109,Neutral
1005,331,52,Follow-up,2023-01-29 21:32:28,75,Positive
1006,1473,80,Proposal Sent,2023-10-26 08:59:07,89,Negative
1007,509,2,Proposal Sent,2024-04-17 10:57:45,38,Negative
1008,86,73,Demo,2024-03-26 13:33:01,37,Neutral
1009,1101,52,Follow-up,2023-11-22 10:07:52,74,Negative
1010,827,38,Demo,2023-09-22 03:31:49,84,Positive
1011,797,54,Meeting,2025-01-18 12:36:19,61,Positive
1012,369,5,Email,2025-02-19 12:18:21,35,Neutral
1013,515,86,Proposal Sent,2024-05-25 02:01:20,116,Positive
1014,11,48,Email,2023-09-20 23:39:19,30,Positive
1015,1132,37,Proposal Sent,2024-01-23 22:34:17,23,Negative
1016,343,47,Demo,2024-08-05 04:28:21,44,Positive
1017,1382,34,Meeting,2024-07-02 20:03:34,86,Negative
1018,788,33,Follow-up,2023-05-16 11:35:55,86,Neutral
1019,631,52,Email,2023-09-13 11:01:31,115,Positive
1020,703,52,Meeting,2024-10-14 07:50:51,14,Positive
1021,504,92,Demo,2023-07-04 21:47:28,109,Positive
1022,897,40,Proposal Sent,2024-01-18 08:52:11,13,Neutral
1023,321,15,Demo,2023-08-08 16:08:18,34,Negative
1024,315,25,Email,2023-06-11 21:38:50,93,Neutral
1025,1008,16,Proposal Sent,2024-07-22 07:14:56,53,Negative
1026,884,15,Email,2024-04-30 02:17:34,22,Positive
1027,1313,13,Demo,2023-08-20 00:15:21,97,Positive
1028,485,89,Demo,2023-10-31 18:45:15,41,Neutral
1029,655,65,Meeting,2024-05-18 16:21:30,50,Negative
1030,1383,62,Email,2024-12-20 09:08:05,93,Positive
1031,1415,40,Demo,2025-03-18 00:28:49,16,Neutral
1032,938,8,Meeting,2023-11-02 13:16:44,34,Negative
1033,1390,28,Proposal Sent,2023-03-05 07:26:19,19,Positive
1034,757,47,Proposal Sent,2024-05-30 23:56:28,119,Negative
1035,829,56,Demo,2024-03-28 17:24:50,39,Positive
1036,1107,46,Email,2023-09-22 03:56:38,5,Negative
1037,327,63,Meeting,2025-01-17 13:56:54,41,Negative
1038,364,25,Call,2023-05-26 00:21:45,50,Negative
1039,419,93,Follow-up,2024-06-30 03:31:40,30,Positive
1040,100,93,Demo,2024-03-01 00:35:47,6,Neutral
1041,595,93,Meeting,2023-12-30 03:24:32,101,Neutral
1042,205,26,Email,2024-05-15 02:16:04,40,Negative
1043,994,78,Proposal Sent,2023-09-29 05:13:18,16,Negative
1044,447,45,Follow-up,2025-01-19 01:05:31,29,Negative
1045,724,85,Follow-up,2023-08-20 12:19:49,95,Positive
1046,545,18,Proposal Sent,2024-06-09 06:47:30,44,Negative
1047,1256,82,Email,2024-05-18 14:12:27,87,Neutral
1048,1056,67,Call,2023-06-28 11:17:06,119,Positive
1049,1269,7,Email,2023-09-06 05:40:30,112,Positive
1050,1457,80,Follow-up,2024-03-25 19:33:48,26,Positive
1051,305,29,Demo,2024-03-13 11:33:17,91,Negative
1052,396,74,Meeting,2025-02-06 20:17:19,27,Negative
1053,596,2,Call,2024-07-06 16:34:13,21,Neutral
1054,82,80,Follow-up,2024-11-09 11:39:57,117,Negative
1055,1281,61,Follow-up,2024-05-09 00:45:31,68,Neutral
1056,775,95,Demo,2024-10-11 07:23:19,118,Negative
1057,405,55,Proposal Sent,2024-02-17 13:04:08,17,Negative
1058,66,65,Follow-up,2024-10-05 21:34:20,48,Neutral
1059,367,82,Demo,2024-11-03 23:49:54,114,Positive
1060,1441,57,Follow-up,2024-07-26 08:47:26,21,Negative
1061,86,73,Demo,2023-01-28 17:06:09,10,Positive
1062,201,45,Meeting,2024-09-08 01:49:12,102,Positive
1063,196,77,Follow-up,2024-05-29 10:04:10,14,Negative
1064,735,55,Proposal Sent,2023-09-12 11:48:12,53,Neutral
1065,916,24,Proposal Sent,2024-03-08 13:16:02,35,Neutral
1066,373,89,Email,2024-12-10 04:51:14,59,Positive
1067,445,60,Demo,2023-05-17 02:17:50,110,Positive
1068,67,90,Email,2024-05-06 22:46:34,77,Negative
1069,421,37,Follow-up,2024-03-04 04:16:56,85,Positive
1070,839,52,Demo,2023-04-19 08:18:31,95,Negative
1071,1251,32,Call,2024-02-01 19:12:35,8,Negative
1072,1376,81,Email,2023-12-09 03:39:40,98,Negative
1073,163,35,Demo,2023-03-01 19:25:28,22,Neutral
1074,24,36,Proposal Sent,2024-08-01 23:13:16,73,Neutral
1075,529,48,Demo,2023-10-07 13:15:24,103,Positive
1076,332,91,Proposal Sent,2024-05-29 14:39:57,17,Negative
1077,509,2,Meeting,2023-02-05 17:58:58,5,Neutral
1078,1098,94,Demo,2023-12-21 15:20:17,32,Neutral
1079,599,70,Follow-up,2023-09-27 12:34:03,111,Neutral
1080,157,20,Proposal Sent,2024-12-03 03:58:14,102,Neutral
1081,479,37,Follow-up,2025-01-20 20:38:36,102,Positive
1082,454,24,Demo,2023-12-09 20:37:12,58,Negative
1083,1312,47,Demo,2024-05-30 00:23:03,46,Negative
1084,966,37,Meeting,2025-03-28 13:32:50,69,Neutral
1085,199,99,Email,2024-08-25 07:31:13,101,Neutral
1086,516,15,Demo,2023-05-29 06:42:23,102,Positive
1087,1170,58,Demo,2024-11-06 18:27:52,13,Positive
1088,1098,94,Call,2024-06-03 09:22:07,42,Negative
1089,1384,74,Demo,2024-07-29 09:44:11,85,Neutral
1090,1153,69,Proposal Sent,2023-07-20 01:31:57,38,Negative
1091,178,91,Follow-up,2023-11-23 19:28:18,69,Positive
1092,752,94,Follow-up,2024-05-07 16:41:40,15,Negative
1093,607,83,Call,2024-01-07 18:54:42,77,Positive
1094,512,100,Call,2023-11-28 11:38:11,53,Positive
1095,1420,98,Call,2024-03-01 15:21:35,83,Positive
1096,1158,88,Demo,2024-09-29 00:42:06,62,Positive
1097,1438,67,Demo,2023-08-03 23:41:52,76,Neutral
1098,73,97,Call,2023-02-18 16:25:06,110,Neutral
1099,287,36,Demo,2023-09-16 03:40:37,64,Positive
1100,252,42,Email,2024-01-31 10:28:20,104,Neutral
1101,1062,17,Meeting,2025-02-08 13:48:10,94,Positive
1102,724,85,Meeting,2024-04-26 01:24:15,61,Negative
1103,1138,14,Email,2023-08-19 06:08:14,5,Positive
1104,1275,89,Proposal Sent,2023-05-26 17:51:21,96,Neutral
1105,624,56,Email,2024-01-25 09:11:16,45,Negative
1106,363,10,Call,2023-09-20 18:51:45,98,Negative
1107,13,91,Meeting,2025-01-28 08:14:26,27,Negative
1108,553,8,Meeting,2024-09-26 19:25:57,67,Neutral
1109,1024,50,Call,2024-05-25 09:20:23,77,Negative
1110,812,81,Follow-up,2025-03-04 13:46:28,9,Negative
1111,533,100,Demo,2023-12-28 00:20:17,93,Neutral
1112,879,24,Call,2023-07-24 07:27:25,63,Neutral
1113,57,78,Meeting,2023-09-01 18:27:42,87,Negative
1114,997,22,Email,2024-09-25 09:51:14,24,Positive
1115,1208,24,Meeting,2023-02-26 02:29:29,33,Neutral
1116,1040,37,Proposal Sent,2023-11-29 09:16:05,71,Negative
1117,773,80,Meeting,2023-09-02 03:27:54,30,Positive
1118,212,66,Meeting,2023-11-08 18:25:26,82,Positive
1119,755,63,Email,2023-06-14 09:53:35,108,Neutral
1120,671,14,Follow-up,2024-05-23 19:01:39,20,Positive
1121,314,86,Call,2024-12-22 18:12:50,5,Negative
1122,477,52,Email,2024-10-04 17:44:44,107,Neutral
1123,460,30,Demo,2024-05-25 06:05:53,47,Negative
1124,1070,16,Demo,2024-02-13 07:55:04,101,Negative
1125,1035,43,Proposal Sent,2025-01-10 18:47:12,53,Neutral
1126,1429,32,Follow-up,2025-03-24 12:32:31,72,Negative
1127,1249,75,Meeting,2024-12-26 18:27:22,74,Positive
1128,1312,47,Call,2024-12-07 10:58:49,104,Neutral
1129,531,59,Email,2023-01-31 00:53:45,12,Neutral
1130,1247,16,Meeting,2024-11-21 19:38:31,23,Positive
1131,218,51,Demo,2023-11-11 03:20:37,9,Negative
1132,178,91,Demo,2023-10-19 13:14:22,100,Positive
1133,580,72,Email,2023-02-08 05:47:39,6,Neutral
1134,1295,100,Email,2023-12-11 15:55:44,120,Negative
1135,682,60,Demo,2024-03-06 09:42:27,97,Neutral
1136,100,93,Proposal Sent,2024-11-25 21:52:57,15,Positive
1137,1422,42,Meeting,2024-03-21 02:13:55,59,Positive
1138,1408,82,Call,2023-09-12 22:29:51,114,Negative
1139,299,100,Proposal Sent,2023-06-27 06:30:20,65,Negative
1140,1070,16,Proposal Sent,2023-11-02 02:28:42,60,Positive
1141,973,46,Email,2024-03-30 04:22:00,35,Positive
1142,712,46,Email,2025-02-18 10:04:32,15,Negative
1143,701,83,Call,2024-03-29 13:47:17,49,Neutral
1144,569,59,Follow-up,2024-02-11 05:35:50,39,Neutral
1145,777,12,Email,2024-05-31 03:20:55,10,Negative
1146,761,55,Email,2024-12-18 11:06:04,49,Neutral
1147,218,51,Call,2023-10-31 11:18:33,71,Negative
1148,123,94,Email,2024-02-11 12:12:13,63,Neutral
1149,781,3,Meeting,2024-01-19 14:46:23,91,Positive
1150,938,8,Email,2025-03-11 20:51:12,23,Negative
1151,1092,79,Demo,2024-05-30 00:45:52,83,Neutral
1152,1119,44,Follow-up,2024-07-18 11:26:36,91,Negative
1153,558,8,Call,2023-09-16 17:10:01,114,Positive
1154,1104,10,Follow-up,2024-03-31 05:49:21,35,Neutral
1155,1101,52,Email,2024-11-06 19:43:35,6,Neutral
1156,1082,85,Email,2024-09-05 22:57:24,26,Neutral
1157,1016,50,Proposal Sent,2023-03-01 21:09:52,101,Neutral
1158,342,22,Follow-up,2024-09-09 15:36:28,58,Neutral
1159,47,70,Meeting,2023-04-11 01:43:04,113,Negative
1160,582,78,Email,2024-12-24 10:51:22,47,Positive
1161,380,100,Demo,2024-12-15 07:31:15,20,Positive
1162,1440,54,Email,2023-09-21 03:18:09,69,Negative
1163,615,87,Follow-up,2025-02-04 11:18:38,77,Neutral
1164,1055,79,Demo,2024-04-08 08:53:43,41,Neutral
1165,1483,91,Call,2023-07-28 08:24:54,55,Negative
1166,1252,3,Proposal Sent,2023-05-20 09:18:13,110,Neutral
1167,719,44,Follow-up,2025-03-16 09:10:07,33,Positive
1168,97,25,Meeting,2023-03-19 10:00:34,77,Positive
1169,502,52,Demo,2023-09-05 20:49:08,108,Positive
1170,725,9,Follow-up,2023-05-09 17:04:25,90,Positive
1171,1332,41,Demo,2023-03-10 23:08:12,34,Negative
1172,1117,49,Call,2024-08-10 03:13:44,20,Neutral
1173,868,30,Demo,2024-04-25 17:18:47,21,Positive
1174,119,32,Proposal Sent,2023-02-05 18:48:31,103,Neutral
1175,740,28,Demo,2024-03-07 02:14:16,108,Positive
1176,577,45,Meeting,2023-09-20 07:56:02,12,Positive
1177,595,93,Demo,2023-01-02 13:06:49,95,Neutral
1178,1312,47,Meeting,2024-08-30 09:48:57,18,Positive
1179,53,38,Email,2025-01-17 19:32:20,45,Positive
1180,735,55,Proposal Sent,2023-10-18 07:36:00,82,Positive
1181,542,20,Call,2024-04-14 11:48:01,93,Neutral
1182,443,53,Proposal Sent,2024-12-01 20:24:37,119,Neutral
1183,530,69,Follow-up,2023-04-28 03:19:25,108,Neutral
1184,1229,82,Meeting,2025-01-21 12:11:42,36,Neutral
1185,1135,40,Follow-up,2023-11-25 21:27:39,7,Negative
1186,1095,73,Proposal Sent,2023-03-08 03:39:51,83,Neutral
1187,529,48,Call,2023-11-29 18:30:25,37,Negative
1188,149,73,Call,2024-02-22 09:22:22,82,Positive
1189,1233,69,Demo,2023-09-30 21:13:05,90,Neutral
1190,1132,37,Follow-up,2023-06-24 15:29:05,86,Negative
1191,1445,80,Call,2023-05-05 11:07:13,77,Negative
1192,152,53,Follow-up,2024-05-14 20:00:49,55,Neutral
1193,956,78,Meeting,2023-05-09 16:33:30,110,Negative
1194,625,70,Proposal Sent,2023-02-15 16:56:26,55,Positive
1195,454,24,Email,2024-07-14 18:00:37,96,Negative
1196,879,24,Demo,2024-08-12 04:03:33,107,Positive
1197,1090,56,Meeting,2023-05-14 03:56:25,84,Neutral
1198,340,49,Meeting,2025-03-20 09:33:12,70,Positive
1199,1468,48,Proposal Sent,2023-06-26 01:12:15,108,Negative
1200,259,41,Demo,2023-07-16 09:53:34,50,Neutral
1201,870,2,Demo,2024-05-03 19:20:41,117,Negative
1202,1215,14,Demo,2024-10-31 02:53:26,28,Negative
1203,1044,70,Follow-up,2024-03-01 07:50:01,41,Positive
1204,343,47,Email,2024-05-25 12:43:08,78,Positive
1205,1285,98,Demo,2024-11-22 22:13:04,108,Negative
1206,1102,79,Proposal Sent,2025-01-12 15:07:58,48,Neutral
1207,503,62,Follow-up,2025-03-01 02:13:37,22,Positive
1208,1212,18,Proposal Sent,2023-09-30 20:51:48,18,Neutral
1209,858,19,Meeting,2024-08-22 18:32:10,76,Negative
1210,558,8,Proposal Sent,2023-09-18 05:41:18,115,Negative
1211,974,11,Demo,2023-02-08 04:34:55,110,Positive
1212,836,84,Meeting,2023-03-02 08:28:09,50,Neutral
1213,1316,3,Follow-up,2023-08-29 15:31:32,84,Positive
1214,474,32,Call,2023-12-15 12:24:38,10,Positive
1215,1200,59,Call,2023-12-17 16:07:36,27,Negative
1216,1409,33,Demo,2023-07-13 10:34:13,68,Positive
1217,801,33,Email,2023-05-27 01:28:45,59,Neutral
1218,620,99,Call,2025-03-16 09:56:39,99,Neutral
1219,367,82,Email,2023-06-01 16:50:26,106,Negative
1220,374,30,Email,2024-07-02 11:08:10,67,Negative
1221,176,21,Meeting,2023-06-09 03:34:02,6,Neutral
1222,1255,53,Demo,2024-04-08 16:40:25,27,Positive
1223,526,21,Follow-up,2023-09-14 11:37:28,34,Neutral
1224,260,78,Demo,2024-09-16 09:35:59,60,Neutral
1225,320,31,Meeting,2024-08-21 16:35:29,108,Positive
1226,705,85,Email,2024-08-07 00:12:08,68,Negative
1227,1063,43,Demo,2025-01-23 22:31:05,34,Neutral
1228,243,32,Meeting,2024-05-02 22:04:51,76,Neutral
1229,696,75,Call,2024-04-16 02:24:17,34,Neutral
1230,1440,54,Meeting,2023-04-26 21:13:11,89,Negative
1231,183,26,Meeting,2025-01-03 02:28:38,95,Negative
1232,124,66,Email,2023-05-20 04:02:29,51,Negative
1233,1032,47,Email,2024-12-22 03:12:58,15,Positive
1234,583,19,Email,2023-05-12 19:58:53,50,Positive
1235,443,53,Call,2023-01-19 00:45:39,17,Neutral
1236,82,80,Meeting,2024-12-04 18:21:13,98,Neutral
1237,901,96,Demo,2023-07-14 05:57:23,81,Positive
1238,621,75,Proposal Sent,2023-01-07 04:38:20,77,Neutral
1239,1316,3,Meeting,2023-04-17 15:37:49,83,Positive
1240,80,19,Email,2025-02-11 07:45:40,21,Positive
1241,448,95,Email,2023-12-26 02:34:51,9,Negative
1242,1243,65,Proposal Sent,2023-08-03 07:15:54,33,Neutral
1243,1041,23,Call,2024-09-16 09:45:13,32,Negative
1244,1499,81,Follow-up,2024-10-18 01:05:03,85,Positive
1245,543,20,Follow-up,2023-11-06 16:16:36,28,Positive
1246,1446,30,Follow-up,2023-03-03 22:13:40,15,Negative
1247,1050,66,Proposal Sent,2025-02-16 23:14:14,65,Positive
1248,335,12,Meeting,2024-09-13 12:43:47,118,Negative
1249,534,79,Call,2025-02-27 01:56:54,99,Negative
1250,1480,83,Call,2025-02-27 18:21:45,5,Positive
1251,193,27,Meeting,2023-08-04 20:26:23,104,Neutral
1252,956,78,Follow-up,2025-01-08 03:12:39,51,Neutral
1253,474,32,Follow-up,2024-08-09 03:01:43,99,Positive
1254,1475,71,Demo,2023-04-24 20:59:47,102,Neutral
1255,1249,75,Meeting,2024-03-07 15:37:52,98,Negative
1256,1377,24,Email,2023-12-01 20:56:38,97,Neutral
1257,184,60,Follow-up,2023-09-15 01:32:09,51,Neutral
1258,768,21,Call,2023-06-03 09:30:37,111,Neutral
1259,1382,34,Call,2023-08-22 10:23:02,18,Neutral
1260,63,51,Call,2024-08-31 09:35:13,66,Neutral
1261,921,15,Demo,2024-02-16 02:43:31,61,Positive
1262,228,72,Follow-up,2025-03-14 23:00:35,17,Negative
1263,436,73,Email,2024-08-28 07:13:43,53,Neutral
1264,999,14,Email,2025-03-23 20:20:30,102,Positive
1265,429,36,Demo,2024-08-30 13:43:42,116,Negative
1266,732,51,Meeting,2023-07-09 01:49:49,7,Neutral
1267,1098,94,Demo,2025-03-14 17:59:09,34,Positive
1268,1248,7,Email,2023-12-14 07:25:07,113,Positive
1269,991,44,Proposal Sent,2024-11-25 19:14:21,107,Positive
1270,342,22,Meeting,2024-04-26 13:54:16,14,Negative
1271,563,72,Follow-up,2024-11-05 04:43:28,5,Negative
1272,191,5,Call,2024-01-24 18:38:05,42,Negative
1273,1022,34,Follow-up,2023-02-16 21:34:02,95,Positive
1274,1160,23,Proposal Sent,2023-03-03 11:16:38,20,Neutral
1275,811,73,Follow-up,2023-10-29 22:08:08,5,Neutral
1276,1276,43,Call,2023-08-12 11:35:31,114,Neutral
1277,106,46,Meeting,2023-05-05 07:43:20,17,Positive
1278,187,93,Proposal Sent,2023-06-02 07:34:03,91,Positive
1279,1043,42,Proposal Sent,2023-04-26 10:01:41,58,Positive
1280,466,63,Email,2023-01-19 05:05:46,67,Neutral
1281,965,44,Call,2024-03-30 16:14:53,80,Positive
1282,590,5,Meeting,2024-02-20 15:26:29,73,Neutral
1283,858,19,Follow-up,2023-05-19 18:16:32,92,Negative
1284,1196,9,Demo,2023-10-20 02:17:04,103,Neutral
1285,885,65,Proposal Sent,2025-02-02 16:22:26,39,Positive
1286,859,60,Email,2025-01-03 15:18:29,7,Positive
1287,639,22,Call,2025-03-28 02:04:28,59,Negative
1288,1080,82,Call,2024-12-03 07:19:46,61,Positive
1289,315,25,Follow-up,2024-06-10 14:01:09,77,Positive
1290,169,25,Follow-up,2024-07-05 02:06:41,113,Negative
1291,1045,63,Meeting,2024-11-04 09:11:14,78,Neutral
1292,1499,81,Follow-up,2024-12-25 15:47:38,81,Negative
1293,1347,8,Meeting,2023-05-22 14:41:17,93,Positive
1294,600,53,Email,2023-10-21 23:06:55,55,Positive
1295,457,62,Call,2024-11-13 17:06:39,17,Neutral
1296,810,46,Call,2025-03-14 11:10:54,12,Positive
1297,491,37,Meeting,2024-10-13 03:54:45,114,Neutral
1298,1360,22,Meeting,2024-01-31 21:57:36,59,Positive
1299,1228,96,Follow-up,2024-09-19 19:38:10,5,Neutral
1300,1412,16,Meeting,2023-09-06 04:02:25,81,Negative
1301,210,18,Follow-up,2024-04-09 22:27:05,83,Negative
1302,147,48,Call,2023-03-29 02:24:41,71,Positive
1303,222,67,Follow-up,2024-06-08 21:58:01,89,Negative
1304,419,93,Follow-up,2023-06-19 19:22:42,46,Negative
1305,742,56,Proposal Sent,2025-01-30 00:53:52,31,Positive
1306,242,98,Email,2023-10-18 04:23:58,52,Neutral
1307,841,14,Call,2023-05-24 18:47:11,55,Positive
1308,823,40,Follow-up,2023-05-04 06:02:13,38,Neutral
1309,1388,43,Meeting,2023-08-13 16:11:27,112,Negative
1310,1092,79,Meeting,2024-10-06 16:46:11,86,Negative
1311,691,66,Follow-up,2023-10-19 16:55:09,117,Neutral
1312,1032,47,Follow-up,2024-01-07 17:40:39,114,Positive
1313,653,40,Email,2023-07-05 17:35:51,116,Neutral
1314,1256,82,Meeting,2024-09-03 08:26:03,82,Positive
1315,1290,30,Demo,2024-11-10 21:57:13,14,Neutral
1316,874,48,Meeting,2023-06-21 04:19:43,108,Positive
1317,306,5,Email,2023-12-06 10:18:13,25,Positive
1318,760,41,Call,2023-05-03 14:20:43,83,Negative
1319,138,30,Demo,2025-01-15 11:52:49,104,Negative
1320,86,73,Meeting,2024-05-23 07:45:46,112,Neutral
1321,218,51,Email,2023-07-18 04:42:27,34,Positive
1322,11,48,Email,2024-10-20 02:03:35,36,Neutral
1323,823,40,Call,2024-12-07 04:07:47,71,Negative
1324,686,87,Proposal Sent,2023-11-15 08:48:29,49,Negative
1325,427,64,Call,2024-07-10 20:14:11,53,Positive
1326,292,74,Email,2024-09-03 03:43:07,101,Neutral
1327,1157,60,Demo,2024-03-24 18:10:50,78,Negative
1328,1021,37,Follow-up,2023-08-25 09:27:30,94,Positive
1329,512,100,Proposal Sent,2024-01-18 01:48:39,28,Neutral
1330,561,30,Follow-up,2024-04-30 09:21:37,19,Positive
1331,1214,57,Demo,2024-10-31 10:18:12,95,Neutral
1332,967,10,Demo,2023-04-17 05:35:27,112,Negative
1333,1142,7,Meeting,2023-08-15 18:13:14,81,Negative
1334,1458,78,Email,2025-02-13 13:18:58,80,Neutral
1335,311,78,Demo,2024-03-26 10:39:16,43,Neutral
1336,700,97,Demo,2023-02-12 07:06:17,42,Neutral
1337,640,58,Demo,2023-11-18 23:59:40,39,Positive
1338,27,99,Meeting,2024-11-05 20:07:38,67,Negative
1339,687,91,Proposal Sent,2024-06-10 11:51:58,96,Negative
1340,360,61,Proposal Sent,2023-05-03 04:36:21,5,Positive
1341,161,24,Proposal Sent,2024-03-01 00:38:13,37,Positive
1342,284,75,Email,2025-02-25 02:03:57,106,Negative
1343,374,30,Call,2024-01-25 12:18:02,34,Neutral
1344,323,40,Meeting,2024-09-05 13:22:13,38,Negative
1345,1112,67,Demo,2024-04-07 19:19:31,117,Neutral
1346,337,3,Call,2023-12-28 10:32:53,67,Positive
1347,587,97,Demo,2024-10-15 06:23:16,24,Neutral
1348,1146,94,Proposal Sent,2023-02-10 18:27:43,55,Negative
1349,1017,62,Follow-up,2024-04-16 06:48:30,114,Neutral
1350,274,52,Email,2023-05-03 05:50:06,14,Positive
1351,280,28,Proposal Sent,2024-04-03 03:04:34,6,Negative
1352,1463,3,Meeting,2023-10-07 02:48:00,100,Positive
1353,647,81,Call,2024-06-14 04:50:09,100,Positive
1354,1036,96,Call,2024-11-10 17:25:57,41,Neutral
1355,441,92,Call,2023-07-02 04:16:54,54,Neutral
1356,785,94,Call,2023-09-25 10:58:23,69,Neutral
1357,956,78,Demo,2023-08-18 14:02:25,17,Positive
1358,1265,89,Proposal Sent,2023-02-18 20:05:35,5,Neutral
