stat_id,game_id,player_id,minutes_played,points,rebounds,assists,steals,blocks,turnovers
6590,659,145,35,12,5,3,2,1,3
6591,660,243,37,4,10,9,1,2,0
6592,660,371,35,6,14,2,0,3,4
6593,660,288,27,25,14,7,3,3,5
6594,660,74,39,31,15,1,1,0,4
6595,660,277,35,18,6,9,3,1,0
6596,660,43,19,23,13,8,4,4,3
6597,660,210,26,30,9,8,4,1,3
6598,660,351,29,3,13,11,0,4,5
6599,660,218,38,33,11,0,0,1,4
6600,660,99,17,21,1,4,1,4,4
6601,661,14,26,2,0,12,2,4,1
6602,661,22,26,14,9,11,4,2,5
6603,661,150,32,20,5,5,2,3,0
6604,661,118,23,6,14,8,2,1,6
6605,661,375,40,30,12,0,0,4,5
6606,661,148,33,34,3,11,3,4,2
6607,661,145,37,16,11,2,2,3,6
6608,661,207,33,14,13,0,2,1,2
6609,661,154,33,3,8,11,5,0,0
6610,661,178,34,17,10,11,4,4,4
6611,662,7,23,21,11,7,5,2,6
6612,662,306,22,21,5,5,4,2,5
6613,662,91,17,12,4,8,3,4,2
6614,662,65,19,16,5,1,0,3,1
6615,662,44,32,26,11,2,0,0,0
6616,662,298,17,14,5,11,5,2,6
6617,662,88,29,3,9,4,0,2,4
6618,662,47,19,11,8,12,1,0,1
6619,662,107,25,22,11,5,3,1,4
6620,662,28,22,33,8,2,5,3,0
6621,663,368,36,27,5,12,2,4,4
6622,663,253,18,19,7,12,2,1,6
6623,663,382,33,25,10,6,4,0,3
6624,663,40,20,2,15,0,1,3,5
6625,663,53,30,34,6,7,1,3,1
6626,663,6,30,32,6,7,2,4,6
6627,663,51,17,9,9,4,4,3,4
6628,663,225,33,3,11,2,4,0,4
6629,663,364,24,20,1,9,0,0,6
6630,663,130,20,23,10,8,3,4,1
6631,664,275,21,3,5,2,0,1,3
6632,664,367,39,17,11,4,0,2,5
6633,664,258,22,14,8,12,0,0,3
6634,664,167,23,31,11,10,0,3,0
6635,664,67,34,16,6,7,0,4,4
6636,664,171,15,10,2,11,2,3,2
6637,664,166,23,8,6,2,1,0,6
6638,664,237,40,27,2,5,1,2,6
6639,664,164,15,7,2,7,3,4,4
6640,664,58,37,30,10,0,2,3,5
6641,665,40,25,4,2,7,3,2,4
6642,665,9,17,31,9,12,4,4,0
6643,665,256,34,13,6,9,1,3,0
6644,665,109,37,21,8,7,0,3,5
6645,665,53,39,3,13,6,0,2,3
6646,665,291,21,17,2,11,0,1,5
6647,665,171,25,34,5,2,0,4,5
6648,665,164,34,30,0,1,3,1,5
6649,665,89,24,18,8,5,0,3,4
6650,665,234,28,7,6,7,0,1,2
6651,666,19,30,35,10,3,0,2,5
6652,666,290,16,10,14,10,2,1,4
6653,666,339,22,9,3,10,5,3,2
6654,666,112,23,22,8,8,0,3,1
6655,666,324,16,22,4,11,3,4,2
6656,666,286,20,24,1,9,1,1,5
6657,666,315,36,16,0,2,0,3,6
6658,666,210,32,13,4,0,2,1,6
6659,666,43,40,34,9,5,1,4,0
6660,666,271,21,18,14,8,2,3,2
6661,667,113,21,11,3,1,4,3,1
6662,667,165,15,22,1,10,1,2,6
6663,667,227,25,6,7,0,4,4,4
6664,667,36,27,13,9,2,5,3,2
6665,667,6,35,33,15,0,3,0,1
6666,667,195,26,24,10,2,3,2,1
6667,667,243,18,27,3,9,2,3,2
6668,667,255,33,21,3,10,4,0,2
6669,667,82,25,18,1,6,2,2,5
6670,667,66,30,35,4,9,1,2,0
6671,668,395,17,8,14,0,0,3,2
6672,668,152,34,2,0,6,0,4,0
6673,668,298,19,4,6,1,2,2,3
6674,668,88,29,31,10,2,0,3,1
6675,668,129,26,12,8,11,2,2,6
6676,668,253,24,31,3,12,2,2,4
6677,668,9,22,31,15,5,5,0,6
6678,668,311,24,10,10,11,4,0,3
6679,668,283,38,20,4,2,0,1,0
6680,668,109,39,14,15,11,1,3,0
6681,669,20,22,13,7,2,4,0,6
6682,669,69,24,10,1,4,0,3,4
6683,669,195,21,22,7,8,2,1,0
6684,669,243,30,6,9,6,3,0,4
6685,669,82,15,17,10,1,5,2,4
6686,669,43,22,14,12,11,0,2,5
6687,669,315,30,11,1,10,3,1,0
6688,669,99,17,25,13,7,3,1,1
6689,669,132,31,29,11,8,1,3,1
6690,669,68,15,8,12,1,4,0,1
6691,670,67,29,19,5,6,1,2,0
6692,670,354,38,24,9,12,3,2,2
6693,670,275,17,23,12,9,4,1,1
6694,670,167,20,6,2,2,4,0,4
6695,670,270,17,7,14,7,5,0,0
6696,670,395,35,9,14,9,2,3,3
6697,670,47,31,23,14,6,3,0,1
6698,670,152,17,30,15,11,5,2,5
6699,670,88,23,21,3,5,3,2,3
6700,670,129,24,15,15,5,4,4,1
6701,671,142,32,9,0,12,0,1,4
6702,671,197,36,25,11,8,2,2,2
6703,671,22,29,14,10,2,3,2,0
6704,671,118,40,30,3,11,5,2,6
6705,671,77,35,7,6,1,0,2,3
6706,671,355,16,18,11,6,2,2,2
6707,671,200,40,15,2,10,1,4,0
6708,671,93,22,35,5,6,2,0,1
6709,671,244,39,18,14,2,4,4,1
6710,671,157,27,16,6,7,0,0,4
6711,672,253,36,7,5,2,1,3,5
6712,672,94,28,8,11,8,2,1,2
6713,672,53,37,7,2,8,3,2,1
6714,672,117,20,17,3,8,2,4,1
6715,672,283,17,15,5,9,3,2,3
6716,672,28,29,9,2,4,4,2,2
6717,672,88,22,27,4,10,3,2,4
6718,672,47,38,8,14,3,0,3,5
6719,672,395,32,22,4,9,3,3,2
6720,672,107,20,34,8,10,3,4,2
6721,673,76,30,24,12,9,1,3,5
6722,673,265,37,20,5,10,4,0,6
6723,673,93,35,5,7,9,0,3,0
6724,673,216,16,10,2,1,0,0,3
6725,673,63,16,21,0,4,5,3,4
6726,673,376,16,25,4,1,5,3,5
6727,673,257,15,10,1,7,1,4,6
6728,673,385,30,5,2,6,5,1,0
6729,673,170,28,10,10,8,0,0,6
6730,673,264,29,32,3,9,3,3,3
6731,674,248,36,27,12,0,3,2,4
6732,674,388,25,35,9,12,5,2,2
6733,674,341,36,10,9,5,0,2,5
6734,674,187,34,34,12,4,2,1,4
6735,674,79,28,20,10,1,1,3,2
6736,674,98,22,8,10,5,1,2,6
6737,674,179,23,7,14,8,1,1,0
6738,674,137,17,11,12,8,0,4,3
6739,674,260,31,25,0,6,1,2,2
6740,674,169,31,23,13,11,5,4,3
6741,675,263,35,26,5,6,5,1,2
6742,675,18,20,21,5,3,2,4,1
6743,675,11,31,35,15,0,0,2,1
6744,675,156,26,7,6,6,1,3,6
6745,675,215,20,22,12,1,4,1,0
6746,675,79,23,34,14,4,1,3,0
6747,675,334,26,21,14,1,1,0,6
6748,675,187,38,26,4,7,2,3,5
6749,675,16,21,17,5,0,0,3,0
6750,675,294,18,16,13,8,4,2,1
6751,676,280,24,2,5,11,1,1,5
6752,676,346,26,12,7,5,4,2,5
6753,676,337,26,29,7,12,4,1,5
6754,676,244,35,35,9,6,0,3,2
6755,676,372,33,6,12,11,4,4,6
6756,676,121,18,14,13,12,5,0,6
6757,676,220,36,21,15,10,2,0,6
6758,676,365,35,2,9,2,2,1,2
6759,676,363,32,18,12,5,4,4,4
6760,676,172,21,14,7,12,2,3,0
6761,677,348,23,19,0,8,5,2,5
6762,677,344,29,31,4,7,4,3,1
6763,677,284,31,3,4,7,3,0,2
6764,677,211,15,3,9,12,3,2,0
6765,677,235,31,33,3,7,1,3,0
6766,677,306,26,12,3,6,2,1,5
6767,677,103,16,7,3,11,4,0,4
6768,677,206,20,22,8,10,4,2,1
6769,677,23,17,7,4,1,5,2,4
6770,677,90,24,29,7,3,1,4,0
6771,678,323,33,4,3,7,3,0,3
6772,678,173,34,5,10,3,1,3,0
6773,678,73,36,9,7,6,1,4,6
6774,678,154,38,35,13,11,2,0,2
6775,678,148,35,15,13,4,3,1,4
6776,678,354,26,21,10,2,0,4,0
6777,678,319,40,12,12,7,0,1,2
6778,678,373,32,19,0,4,3,3,6
6779,678,274,16,34,7,12,5,0,3
6780,678,38,22,23,8,6,0,0,5
6781,679,179,35,32,13,8,2,3,2
6782,679,260,23,11,10,12,2,4,1
6783,679,169,22,18,12,9,2,2,3
6784,679,111,32,5,0,2,1,0,5
6785,679,8,34,30,13,4,3,2,1
6786,679,7,25,28,4,10,5,3,2
6787,679,292,19,15,7,4,5,0,6
6788,679,381,19,17,9,3,5,3,0
6789,679,122,22,31,10,2,3,4,6
6790,679,378,28,34,11,7,2,1,4
6791,680,124,21,18,12,8,4,1,1
6792,680,245,19,32,12,6,0,3,1
6793,680,275,34,34,8,8,0,0,3
6794,680,274,19,11,10,1,1,2,3
6795,680,67,24,35,3,5,1,1,2
6796,680,152,34,34,3,10,4,0,4
6797,680,28,25,24,8,2,0,3,0
6798,680,129,34,17,12,0,0,3,4
6799,680,88,33,18,6,5,0,3,0
6800,680,32,30,31,5,3,4,1,0
6801,681,186,24,29,10,7,4,3,5
6802,681,126,32,9,0,3,1,0,1
6803,681,31,20,18,0,1,3,1,5
6804,681,48,20,7,10,9,5,2,6
6805,681,84,37,21,6,1,1,2,5
6806,681,344,15,20,0,4,1,3,4
6807,681,361,18,20,2,1,4,2,4
6808,681,235,29,16,13,0,3,1,2
6809,681,17,16,25,2,3,0,0,2
6810,681,284,29,13,7,9,2,1,1
6811,682,348,22,9,13,7,0,3,1
6812,682,163,34,28,2,10,3,2,2
6813,682,366,32,7,9,4,1,1,1
6814,682,193,26,11,3,5,3,0,1
6815,682,389,21,12,9,12,3,2,3
6816,682,237,32,24,11,11,0,1,3
6817,682,234,16,15,11,11,5,4,3
6818,682,273,34,31,0,8,3,4,5
6819,682,89,24,8,14,8,3,3,4
6820,682,58,35,16,6,6,4,1,4
6821,683,274,36,23,15,2,0,1,0
6822,683,319,21,22,5,1,0,2,4
6823,683,373,18,9,8,6,4,0,1
6824,683,396,32,16,7,1,1,4,3
6825,683,354,21,20,4,3,2,1,5
6826,683,194,23,8,14,6,1,4,2
6827,683,117,37,8,0,3,5,0,6
6828,683,342,17,28,8,0,5,2,0
6829,683,94,22,31,12,2,0,0,4
6830,683,9,32,3,13,9,0,2,1
6831,684,359,31,11,2,9,4,0,1
6832,684,53,15,26,4,4,2,0,4
6833,684,94,25,3,2,10,3,3,5
6834,684,230,24,7,10,0,4,4,2
6835,684,242,30,23,12,8,0,0,5
6836,684,154,22,13,7,1,2,4,1
6837,684,173,34,10,4,12,1,1,2
6838,684,398,37,27,7,4,5,3,6
6839,684,39,20,29,5,11,2,3,0
6840,684,145,34,16,3,6,2,1,3
6841,685,277,37,10,8,0,1,3,2
6842,685,92,31,4,0,11,1,2,6
6843,685,20,36,20,0,6,5,2,6
6844,685,299,38,26,14,6,2,0,3
6845,685,288,19,32,15,11,2,1,1
6846,685,357,27,22,10,6,2,2,0
6847,685,46,23,14,0,0,0,2,4
6848,685,60,15,15,5,4,0,1,0
6849,685,185,33,12,4,10,4,1,6
6850,685,384,24,14,12,4,2,2,3
6851,686,218,35,4,12,6,4,2,4
6852,686,99,16,20,8,0,3,3,6
6853,686,5,24,21,13,5,0,2,3
6854,686,304,18,33,4,11,1,0,0
6855,686,370,19,35,6,12,2,4,5
6856,686,143,25,4,15,4,5,1,6
6857,686,365,34,34,4,8,0,1,5
6858,686,198,30,19,8,0,0,0,0
6859,686,203,15,23,13,8,4,3,3
6860,686,162,34,5,7,11,3,2,4
6861,687,131,18,27,13,10,4,4,6
6862,687,115,20,34,13,9,3,4,6
6863,687,303,29,16,9,8,2,4,3
6864,687,34,21,25,15,2,1,1,5
6865,687,212,17,22,4,12,5,3,0
6866,687,231,29,22,3,0,0,0,5
6867,687,301,26,21,9,7,2,0,1
6868,687,203,23,25,15,3,3,4,5
6869,687,110,32,19,1,11,0,1,6
6870,687,162,15,16,5,8,3,0,3
6871,688,363,38,17,4,10,1,2,5
6872,688,247,16,8,11,11,2,3,1
6873,688,110,20,13,4,2,1,1,3
6874,688,329,16,7,14,5,2,1,3
6875,688,198,34,35,6,2,0,4,4
6876,688,315,24,14,1,11,3,0,5
6877,688,61,31,19,10,6,5,3,1
6878,688,71,29,34,11,7,1,0,1
6879,688,161,37,15,9,8,2,3,5
6880,688,99,29,7,8,6,3,1,1
6881,689,28,16,9,6,2,3,2,0
6882,689,47,40,14,3,6,4,2,5
6883,689,395,38,32,8,3,2,0,4
6884,689,32,31,9,11,10,3,3,6
6885,689,88,36,25,2,5,0,1,0
6886,689,279,32,10,2,9,2,0,2
6887,689,219,17,32,13,12,1,4,3
6888,689,136,17,3,11,4,0,1,0
6889,689,183,21,11,11,3,2,2,2
6890,689,349,33,25,6,9,3,1,0
6891,690,387,28,20,4,0,4,1,6
6892,690,114,19,25,15,12,1,4,6
6893,690,151,28,31,1,7,0,0,3
6894,690,19,37,3,3,11,0,1,5
6895,690,335,40,2,7,2,1,1,5
6896,690,145,22,14,15,11,2,2,1
6897,690,154,28,23,12,0,1,3,3
6898,690,207,37,21,3,2,0,3,1
6899,690,323,31,12,8,5,4,3,1
6900,690,73,20,16,15,2,2,4,6
6901,691,235,33,26,1,12,3,4,1
6902,691,211,33,7,0,5,0,2,5
6903,691,344,15,31,2,10,0,4,6
6904,691,119,17,28,11,3,5,2,4
6905,691,254,37,25,2,12,2,1,5
6906,691,224,32,16,11,3,2,1,5
6907,691,38,23,23,0,11,0,2,1
6908,691,319,37,2,1,11,3,2,6
6909,691,274,31,28,3,10,2,3,5
6910,691,124,29,15,5,4,3,4,5
6911,692,227,33,29,6,12,4,4,5
6912,692,168,33,28,0,1,1,3,3
6913,692,358,33,14,1,0,2,2,3
6914,692,130,27,19,5,11,2,4,2
6915,692,320,24,11,5,8,0,4,1
6916,692,81,27,27,2,7,5,4,1
6917,692,182,29,12,14,2,0,1,3
6918,692,189,34,3,12,6,0,1,1
6919,692,52,33,27,7,1,3,2,6
6920,692,86,16,9,5,4,0,2,5
6921,693,21,30,28,0,10,5,4,3
6922,693,148,18,14,15,7,3,4,1
6923,693,174,31,26,9,0,2,3,6
6924,693,252,15,19,4,0,5,4,6
6925,693,39,28,27,9,7,5,4,3
6926,693,139,23,17,0,11,5,0,6
6927,693,166,19,10,12,9,2,0,2
6928,693,328,22,22,8,3,0,4,3
6929,693,273,40,2,11,12,0,4,4
6930,693,316,20,11,2,12,3,1,5
6931,694,261,15,35,9,10,0,3,2
6932,694,360,33,14,7,4,0,3,1
6933,694,191,22,11,10,10,1,4,3
6934,694,70,23,21,0,2,4,0,1
6935,694,196,21,10,4,7,3,0,6
6936,694,88,18,28,10,8,0,3,2
6937,694,47,21,34,11,12,2,0,1
6938,694,152,34,34,13,6,5,1,6
6939,694,28,18,35,0,5,4,1,6
6940,694,107,15,30,12,9,0,2,3
6941,695,106,38,8,10,9,1,3,3
6942,695,181,26,17,6,5,4,2,5
6943,695,42,16,22,7,3,1,2,5
6944,695,244,35,17,6,11,2,0,3
6945,695,135,33,35,9,4,1,1,5
6946,695,237,23,33,2,10,1,3,4
6947,695,291,15,27,12,4,2,4,2
6948,695,35,35,28,15,12,4,3,4
6949,695,97,34,12,12,11,4,2,5
6950,695,164,25,9,4,7,0,0,0
6951,696,366,22,33,0,12,5,2,2
6952,696,211,24,24,13,11,2,0,2
6953,696,344,23,7,8,2,1,4,3
6954,696,119,17,21,10,0,4,2,0
6955,696,389,22,12,4,12,2,4,0
6956,696,198,36,9,0,5,0,2,5
6957,696,102,24,12,3,6,2,2,4
6958,696,110,37,4,3,0,5,3,5
6959,696,27,22,23,11,1,4,3,6
6960,696,365,19,27,6,4,5,2,2
6961,697,103,24,33,13,8,1,2,4
6962,697,133,23,24,15,2,1,0,2
6963,697,122,16,9,2,6,0,0,1
6964,697,332,28,35,9,10,4,3,3
6965,697,44,29,33,13,11,0,4,1
6966,697,25,22,30,14,5,2,2,5
6967,697,60,39,30,9,11,1,0,5
6968,697,357,36,14,12,6,3,0,0
6969,697,321,27,12,11,3,2,1,1
6970,697,269,34,16,12,2,4,0,4
6971,698,244,38,31,10,9,1,3,5
6972,698,300,19,32,11,1,1,0,6
6973,698,265,39,22,12,2,0,3,0
6974,698,106,21,35,8,7,5,3,5
6975,698,337,32,23,9,10,5,0,3
6976,698,270,21,19,2,1,1,1,3
6977,698,373,24,28,5,10,4,2,0
6978,698,229,27,27,14,11,1,0,3
6979,698,167,39,19,14,4,0,2,2
6980,698,274,37,3,7,7,2,0,0
6981,699,239,38,4,8,7,4,3,5
6982,699,12,17,10,7,7,5,1,4
6983,699,182,30,17,11,7,3,4,2
6984,699,189,28,18,4,9,3,2,1
6985,699,266,39,5,10,4,3,0,3
6986,699,298,31,29,15,4,5,2,4
6987,699,107,33,27,3,11,2,0,5
6988,699,129,35,29,0,0,4,0,2
6989,699,28,24,15,11,11,4,1,6
6990,699,88,25,8,0,0,3,3,0
6991,700,369,36,18,11,3,0,0,5
6992,700,362,40,31,6,4,0,2,1
6993,700,75,30,19,4,11,0,1,4
6994,700,138,18,17,6,0,4,2,1
6995,700,309,40,35,1,1,4,0,4
6996,700,179,18,13,13,0,0,1,3
6997,700,125,35,30,8,5,5,4,3
6998,700,105,17,35,8,2,0,3,1
6999,700,169,24,31,4,10,0,1,6
7000,700,115,32,11,11,3,3,2,6
7001,701,116,21,20,1,3,0,1,2
7002,701,34,18,24,14,12,0,3,6
7003,701,303,40,6,10,11,2,3,3
7004,701,2,19,14,0,12,5,2,2
7005,701,314,18,25,1,7,0,0,1
7006,701,320,17,18,13,3,2,2,3
7007,701,144,27,25,8,8,5,4,6
7008,701,364,39,22,9,12,5,3,3
7009,701,397,20,2,13,9,1,2,6
7010,701,225,31,26,15,3,3,0,5
7011,702,109,18,32,8,3,1,3,2
7012,702,94,38,7,15,2,5,1,2
7013,702,342,26,9,9,5,4,4,2
7014,702,256,15,9,5,9,4,4,0
7015,702,359,34,7,0,1,0,1,3
7016,702,85,15,8,0,7,5,1,4
7017,702,388,23,17,9,0,1,4,0
7018,702,302,28,2,14,10,3,0,4
7019,702,334,29,13,15,0,1,2,2
7020,702,16,16,25,5,10,0,1,2
7021,703,147,35,15,15,4,1,1,2
7022,703,221,30,33,7,0,2,1,0
7023,703,374,23,22,6,8,1,1,1
7024,703,296,20,7,6,11,0,0,6
7025,703,160,33,15,12,10,4,1,1
7026,703,227,28,8,2,9,2,1,3
7027,703,268,18,20,15,5,3,1,4
7028,703,130,29,11,7,5,2,1,0
7029,703,165,32,18,9,4,5,3,4
7030,703,208,16,21,6,5,3,1,2
7031,704,298,35,35,1,1,3,3,0
7032,704,32,16,29,12,5,2,0,3
7033,704,152,26,3,1,2,1,2,3
7034,704,88,38,21,2,4,0,3,3
7035,704,107,18,18,4,1,5,0,2
7036,704,201,29,8,7,11,2,4,5
7037,704,191,30,11,4,9,0,0,5
7038,704,233,32,4,14,7,4,2,5
7039,704,45,31,22,2,10,4,1,4
7040,704,185,33,11,3,12,3,3,6
7041,705,362,22,18,15,8,3,1,3
7042,705,78,23,29,2,11,3,0,2
7043,705,369,35,5,2,8,3,0,2
7044,705,138,15,17,10,0,5,4,0
7045,705,264,35,33,12,1,0,2,0
7046,705,331,24,31,0,0,4,1,3
7047,705,271,21,32,9,10,3,2,3
7048,705,218,19,10,11,0,5,3,2
7049,705,5,29,29,5,1,4,4,6
7050,705,132,33,17,6,11,5,2,4
7051,706,108,40,18,14,0,3,0,4
7052,706,2,33,10,11,7,2,0,0
7053,706,15,29,6,8,4,5,0,6
7054,706,131,21,20,5,8,3,2,6
7055,706,184,35,27,14,3,5,0,5
7056,706,79,27,26,0,2,3,4,0
7057,706,356,36,10,13,1,2,2,0
7058,706,16,34,34,11,6,4,0,0
7059,706,390,22,14,9,8,0,0,0
7060,706,248,22,14,9,10,2,1,6
7061,707,245,38,10,4,1,3,2,4
7062,707,67,31,8,2,5,5,3,6
7063,707,275,39,7,6,6,5,3,5
7064,707,258,31,23,7,7,4,1,4
7065,707,224,16,26,7,9,3,4,1
7066,707,136,20,33,3,3,0,0,5
7067,707,279,25,34,5,5,0,4,2
7068,707,18,40,15,8,10,1,0,6
7069,707,263,38,9,5,1,5,4,6
7070,707,377,38,13,5,9,0,2,2
7071,708,177,25,20,7,3,1,0,1
7072,708,271,25,24,9,3,1,2,2
7073,708,43,37,15,5,2,0,3,4
7074,708,315,35,9,0,5,5,0,6
7075,708,331,32,19,1,11,4,0,3
7076,708,369,27,17,11,1,5,0,3
7077,708,188,21,34,11,1,2,1,2
7078,708,138,35,15,11,6,3,4,2
7079,708,313,17,24,9,10,0,4,2
7080,708,385,28,8,14,4,2,2,3
7081,709,245,18,35,15,1,5,2,0
7082,709,354,22,2,0,6,1,2,0
7083,709,258,33,28,3,2,5,4,4
7084,709,270,20,26,4,10,1,3,0
7085,709,38,32,9,11,7,4,3,3
7086,709,239,31,34,10,0,3,4,5
7087,709,160,15,21,14,5,2,1,1
7088,709,81,39,2,7,3,5,2,5
7089,709,120,15,8,5,3,1,4,0
7090,709,240,16,8,3,11,1,2,4
7091,710,108,19,10,2,2,0,2,0
7092,710,111,18,4,0,11,4,4,4
7093,710,33,25,5,12,6,2,4,6
7094,710,125,37,16,10,6,0,2,6
7095,710,184,16,3,3,4,5,2,1
7096,710,390,15,27,4,12,0,3,5
7097,710,334,24,18,15,11,0,3,2
7098,710,356,34,23,5,2,2,4,4
7099,710,294,23,30,12,3,4,0,3
7100,710,238,15,5,14,6,4,2,0
7101,711,362,15,6,11,2,4,2,0
7102,711,272,39,28,7,12,2,2,0
7103,711,376,35,29,14,8,5,2,1
7104,711,264,15,19,9,5,3,3,6
7105,711,257,26,34,2,8,5,3,1
7106,711,41,21,22,0,8,5,2,0
7107,711,377,18,10,14,4,4,0,3
7108,711,156,19,28,11,2,0,2,3
7109,711,393,36,28,0,5,5,4,4
7110,711,95,33,14,4,10,0,4,3
7111,712,104,31,11,11,6,4,0,1
7112,712,141,39,35,14,10,3,0,6
7113,712,126,37,30,13,12,4,0,1
7114,712,59,31,9,0,2,5,0,4
7115,712,335,30,21,1,2,4,4,4
7116,712,153,15,4,7,1,4,0,4
7117,712,213,25,31,5,5,4,2,6
7118,712,164,19,13,0,8,5,3,2
7119,712,312,19,5,14,7,2,4,3
7120,712,333,16,13,11,12,3,1,3
7121,713,306,33,5,14,2,3,1,1
7122,713,7,35,34,11,5,3,3,4
7123,713,381,30,19,8,11,0,4,2
7124,713,379,20,13,13,1,4,4,1
7125,713,127,29,11,13,12,0,3,2
7126,713,263,34,29,15,2,4,1,6
7127,713,251,24,8,14,8,5,3,4
7128,713,279,16,18,5,8,4,3,4
7129,713,72,36,12,10,12,4,4,3
7130,713,391,29,11,9,1,4,2,2
7131,714,138,28,12,12,9,3,3,6
7132,714,309,20,10,11,7,3,2,2
7133,714,257,25,6,8,6,2,4,4
7134,714,78,31,16,2,4,1,0,4
7135,714,369,34,24,7,2,0,4,4
7136,714,108,25,34,12,12,2,2,4
7137,714,33,21,16,1,6,3,0,4
7138,714,125,18,33,9,2,2,0,4
7139,714,314,36,29,14,11,2,3,3
7140,714,8,36,32,3,12,3,2,6
7141,715,343,34,31,11,8,3,0,6
7142,715,77,22,16,8,7,2,4,2
7143,715,142,16,5,9,4,0,4,6
7144,715,310,26,5,0,11,3,0,1
7145,715,14,15,33,9,3,3,1,6
7146,715,187,38,29,10,8,4,3,4
7147,715,294,40,14,9,0,5,2,4
7148,715,238,27,17,8,1,1,3,0
7149,715,79,29,35,15,0,1,1,6
7150,715,236,16,7,8,1,0,4,1
7151,716,247,27,35,5,11,5,0,3
7152,716,102,34,30,13,4,5,3,3
7153,716,293,15,23,15,12,2,1,0
7154,716,365,26,4,1,8,0,0,0
7155,716,383,17,35,4,6,0,3,1
7156,716,119,27,32,0,11,5,4,0
7157,716,163,33,5,9,2,1,1,3
7158,716,389,38,28,7,11,2,2,3
7159,716,17,24,23,1,10,5,2,6
7160,716,287,16,32,9,12,1,2,6
7161,717,47,22,22,4,0,3,3,2
7162,717,395,36,17,10,9,1,1,2
7163,717,28,28,9,6,11,3,0,0
7164,717,32,40,23,14,12,3,2,2
7165,717,152,17,28,13,2,0,2,5
7166,717,220,35,7,13,10,5,4,5
7167,717,363,22,28,3,7,5,2,3
7168,717,203,32,12,12,8,0,2,5
7169,717,198,18,25,10,10,0,0,5
7170,717,180,24,23,14,0,0,2,5
7171,718,19,22,31,10,9,0,0,5
7172,718,48,20,35,13,11,0,1,0
7173,718,202,39,35,6,9,2,2,3
7174,718,59,16,7,13,0,0,3,0
7175,718,335,36,25,9,2,2,1,2
7176,718,100,34,21,4,0,5,3,2
7177,718,253,34,22,8,4,0,4,0
7178,718,123,38,22,4,10,5,4,1
7179,718,311,18,23,9,12,4,3,1
7180,718,9,15,34,7,9,5,3,3
7181,719,89,31,16,6,8,5,4,2
7182,719,316,22,21,2,0,1,3,1
7183,719,164,34,28,9,9,1,2,2
7184,719,83,23,33,0,7,2,2,2
7185,719,241,26,14,5,2,1,2,0
7186,719,304,31,22,15,4,1,4,1
7187,719,68,28,33,4,8,1,3,2
7188,719,271,33,35,14,6,4,0,3
7189,719,43,33,6,1,5,0,1,0
7190,719,353,24,29,5,9,4,1,1
7191,720,385,23,24,15,2,1,3,6
7192,720,313,22,26,4,8,2,4,2
7193,720,309,35,6,3,10,2,2,3
7194,720,272,26,35,14,3,4,3,4
7195,720,138,31,3,11,0,5,3,2
7196,720,233,17,35,14,11,0,0,5
7197,720,46,16,3,6,0,0,1,2
7198,720,70,36,10,15,5,0,3,5
7199,720,201,20,35,12,3,1,2,4
7200,720,321,24,33,7,6,0,0,1
7201,721,303,38,13,2,4,3,0,3
7202,721,184,38,12,15,0,0,4,4
7203,721,115,18,15,15,12,1,0,3
7204,721,125,36,10,7,6,0,3,4
7205,721,212,27,29,8,12,2,4,3
7206,721,340,29,14,6,2,1,0,3
7207,721,156,20,19,0,7,1,3,2
7208,721,349,21,23,11,6,4,1,6
7209,721,101,40,10,15,11,2,1,6
7210,721,18,24,10,1,12,2,0,1
7211,722,115,16,15,9,5,0,1,6
7212,722,8,29,16,11,0,4,1,5
7213,722,260,27,13,10,11,5,1,3
7214,722,2,17,32,11,1,2,2,0
7215,722,125,31,10,5,10,4,3,0
7216,722,29,39,7,6,9,4,4,6
7217,722,74,20,15,4,3,4,4,5
7218,722,66,29,19,9,5,0,1,1
7219,722,92,29,28,0,7,4,3,3
7220,722,259,15,30,12,4,2,1,6
7221,723,21,18,16,11,10,4,4,1
7222,723,252,38,17,7,1,1,4,4
7223,723,39,33,34,10,1,0,4,5
7224,723,154,28,2,11,4,1,1,0
7225,723,330,18,12,12,2,2,3,2
7226,723,359,30,21,12,11,2,2,0
7227,723,194,26,30,10,10,0,4,2
7228,723,256,22,18,4,5,2,4,1
7229,723,382,35,22,0,8,2,0,0
7230,723,253,26,21,8,7,5,2,6
7231,724,3,21,18,5,5,2,1,1
7232,724,381,39,34,0,10,1,1,3
7233,724,91,15,12,15,10,5,2,6
7234,724,133,32,3,10,7,4,3,5
7235,724,122,35,30,6,3,2,1,0
7236,724,57,17,7,1,10,4,3,6
7237,724,330,28,14,1,2,4,3,3
7238,724,252,38,24,7,5,5,4,0
7239,724,148,32,24,14,9,0,3,1
7240,724,226,17,18,12,8,4,1,5
7241,725,108,36,24,3,0,5,4,1
7242,725,212,23,27,13,7,1,0,4
7243,725,125,32,2,8,8,5,0,4
7244,725,260,17,13,15,12,1,3,5
7245,725,33,23,29,0,0,0,0,0
7246,725,261,38,6,0,11,4,2,4
7247,725,308,26,23,14,11,4,1,6
7248,725,191,34,16,3,2,2,0,0
7249,725,384,40,20,15,6,3,4,3
7250,725,46,23,18,13,1,2,4,0
7251,726,2,33,30,3,7,5,1,5
7252,726,33,15,19,6,10,0,0,1
7253,726,115,31,30,10,0,4,1,0
